unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,,,,,,,,,,,,,,,,
unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,,,,,,,,,,,,,,,,,,,,,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving
unit_e,c_time,dt,Fx_, Bu_, Q_, R_, P_, S_, K_, u_, x_, y_, z_, x_prior_, P_prior_, x_post_, P_post_, hx_, H_,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770559.304,2,0.9999999,0.0000056,0.00000225,0.25,0.001214191,0.4577668,0.04695042,31.71228,0.9892306,-0.04316711,13.28212,0.9912573,0.002223266,0.9892306,0.001214191,13.32529,9.667015,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:41,74770559.304,0.1,0,390240,0,1,0,0,11.4,13.817,31.564,31.564,20.309,13.11483,13.74573,0.29726,13.28141,13.32529,-0.043167,0.70587,0.98923,0.70615,,,,,,,,,,,,,,,,
unit_sel,74770559.504,0,1,0.283074,31.90664,31.84081,31.90664,31.90664,31.90664,0.06583,-0.05434,13.11483,-0.15429,-0.1631,1,31.90664,31.90664,0,31.90664,1,13.80826,13.6496,0,13.80826,11.43,11.43,0,11.43,0,16,0.567,0.052,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770559.504,0,390240,0,11.4325,11.4325,13.74573,13.11467,0.2967,13.6496,31.418,31.907,31.907,20.31,0,-99202.2,0.70589,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770559.504,2,0.9999999,0.0000056,0.00000225,0.25,0.001214191,0.4577668,0.04695042,31.71228,0.9892306,-0.04316711,13.28212,0.9912573,0.002223266,0.9892306,0.001214191,13.32529,9.667015,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:41,74770559.504,0.1,0,390240,0,1,0,0,11.4,13.808,31.907,31.907,20.308,13.11484,13.74573,0.29906,13.27105,13.32529,-0.043167,0.70589,0.98923,0.70617,,,,,,,,,,,,,,,,
unit_sel,74770559.704,0,1,0.2830553,31.46645,31.20497,31.46645,31.46645,31.46645,0.26148,-0.05145,13.11484,-0.15,-0.16261,1,31.46645,31.46645,0,31.46645,1,13.7954,13.6496,0,13.7954,11.43,11.43,0,11.43,0,16,-0.794,0.057,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770559.704,0,390240,0,11.4325,11.4325,13.74573,13.11468,0.29669,13.6496,31.369,31.466,31.466,20.31,0,-99195.9,0.70591,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770559.704,2,0.9999999,0.0000056,0.00000225,0.25,0.001214191,0.4577668,0.04695042,31.71228,0.9892306,-0.04316711,13.28212,0.9912573,0.002223266,0.9892306,0.001214191,13.32529,9.667015,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:41,74770559.704,0.1,0,390240,0,1,0,0,11.4,13.795,31.466,31.466,20.308,13.11485,13.74573,0.29725,13.26,13.32529,-0.043167,0.70591,0.98923,0.70618,,,,,,,,,,,,,,,,
unit_sel,74770559.904,0,1,0.2833065,31.66209,31.74298,31.66209,31.66209,31.66209,-0.08089,-0.04881,13.11485,-0.17527,-0.1625,1,31.66209,31.66209,0,31.66209,1,13.80397,13.65005,0,13.80397,11.43,11.43,0,11.43,0,16,-0.021,0.034,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770559.904,0,390240,0,11.4325,11.4325,13.74573,13.11469,0.29713,13.65005,31.418,31.662,31.662,20.31,0,-99189.6,0.70593,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770559.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:42,74770559.904,0.1,0,390240,0,1,0,0,11.4,13.804,31.662,31.662,20.308,13.11486,13.74573,0.29837,13.26746,13.2313,0.05883,0.70593,0.9895,0.7062,,,,,,,,,,,,,,,,
unit_sel,74770560.104,0,1,0.2832878,31.51537,31.69407,31.51537,31.51537,31.51537,-0.17871,-0.04441,13.11487,-0.14888,-0.16193,1,31.51537,31.51537,0,31.51537,1,13.77825,13.65072,0,13.77825,11.43,11.43,0,11.43,0,16,-0.19,0.016,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770560.104,0,390240,0,11.4325,11.4325,13.74573,13.1147,0.2978,13.65072,31.515,31.515,31.515,20.31,0,-99183.3,0.70594,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770560.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:42,74770560.104,0.1,0,390240,0,1,0,0,11.4,13.778,31.515,31.515,20.308,13.11487,13.74573,0.29791,13.2422,13.2313,0.05883,0.70594,0.9895,0.70622,,,,,,,,,,,,,,,,
unit_sel,74770560.304,0,1,0.2832691,31.2219,31.44952,31.2219,31.2219,31.2219,-0.22762,-0.04115,13.11488,-0.15633,-0.16096,1,31.2219,31.2219,0,31.2219,1,13.79111,13.65185,0,13.79111,11.43,11.43,0,11.43,1024,16,-0.349,0.002,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770560.304,0,390240,0,11.4325,11.4325,13.74573,13.11472,0.29892,13.65185,31.711,31.222,31.222,20.31,0,-99177.1,0.70596,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770560.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:42,74770560.304,0.1,0,390240,0,1,0,0,11.4,13.791,31.222,31.222,20.308,13.11488,13.74573,0.29677,13.2562,13.2313,0.05883,0.70596,0.9895,0.70624,,,,,,,,,,,,,,,,
unit_sel,74770560.504,0,1,0.2832505,31.95556,31.69408,31.95556,31.95556,31.95556,0.26148,-0.02358,13.11489,-0.14325,-0.16005,1,31.95556,31.95556,0,31.95556,1,13.77825,13.65207,0,13.77825,11.43,11.43,0,11.43,0,16,0.504,-0.017,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770560.504,0,390240,0,11.4325,11.4325,13.74573,13.11473,0.29913,13.65207,31.711,31.956,31.956,20.309,0,-99170.7,0.70598,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770560.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:42,74770560.504,0.1,0,390240,0,1,0,0,11.4,13.778,31.956,31.956,20.308,13.11489,13.74573,0.30037,13.23976,13.2313,0.05883,0.70598,0.9895,0.70626,,,,,,,,,,,,,,,,
unit_sel,74770560.704,0,1,0.2832317,31.75992,31.69407,31.75992,31.75992,31.75992,0.06585,-0.02577,13.1149,-0.13535,-0.15859,1,31.75992,31.75992,0,31.75992,1,13.81254,13.65139,0,13.81254,11.43,11.43,0,11.43,0,16,0.44,-0.006,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770560.704,0,390240,0,11.4325,11.4325,13.74573,13.11474,0.29845,13.65139,31.515,31.76,31.76,20.309,0,-99164.4,0.706,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770560.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:42,74770560.704,0.1,0,390240,0,1,0,0,11.4,13.813,31.76,31.76,20.308,13.11491,13.74573,0.29969,13.27474,13.2313,0.05883,0.706,0.9895,0.70628,,,,,,,,,,,,,,,,
unit_sel,74770560.904,0,1,0.2832128,31.56428,31.69407,31.56428,31.56428,31.56428,-0.12979,-0.01751,13.11491,-0.18838,-0.15936,1,31.56428,31.56428,0,31.56428,1,13.82969,13.65409,0,13.82969,11.43,11.43,0,11.43,0,16,0.356,0.019,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770560.904,0,390240,0,11.4325,11.4325,13.74573,13.11475,0.30115,13.65409,32.053,31.564,31.564,20.309,0,-99158,0.70602,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770560.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:43,74770560.904,0.1,0,390240,0,1,0,0,11.4,13.83,31.564,31.564,20.308,13.11492,13.74573,0.29901,13.29257,13.2313,0.05883,0.70602,0.9895,0.7063,,,,,,,,,,,,,,,,
unit_sel,74770561.104,0,1,0.2831941,31.95556,31.49843,31.95556,31.95556,31.95556,0.45713,-0.0046,13.11492,-0.14754,-0.1595,1,31.95556,31.95556,0,31.95556,1,13.81683,13.65207,0,13.81683,11.43,11.43,0,11.43,0,16,-0.031,0.033,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770561.104,0,390240,0,11.4325,11.4325,13.74573,13.11476,0.29911,13.65207,31.564,31.956,31.956,20.309,0,-99151.7,0.70604,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770561.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:43,74770561.104,0.1,0,390240,0,1,0,0,11.4,13.817,31.956,31.956,20.308,13.11493,13.74573,0.30102,13.2777,13.2313,0.05883,0.70604,0.9895,0.70632,,,,,,,,,,,,,,,,
unit_sel,74770561.304,0,1,0.2831752,31.31971,31.44952,31.31971,31.31971,31.31971,-0.12981,-0.00856,13.11493,-0.16378,-0.15969,1,31.31971,31.31971,0,31.31971,1,13.82112,13.65297,0,13.82112,11.43,11.43,0,11.43,0,16,-0.277,0.047,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770561.304,0,390240,0,11.4325,11.4325,13.74573,13.11477,0.30001,13.65297,31.711,31.32,31.32,20.309,0,-99145.4,0.70606,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770561.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:43,74770561.304,0.1,0,390240,0,1,0,0,11.4,13.821,31.32,31.32,20.308,13.11494,13.74573,0.29832,13.2847,13.2313,0.05883,0.70606,0.9895,0.70633,,,,,,,,,,,,,,,,
unit_sel,74770561.504,0,1,0.2831566,31.711,31.74298,31.711,31.711,31.711,-0.03197,-0.00853,13.11494,-0.15477,-0.15981,1,31.711,31.711,0,31.711,1,13.78254,13.65341,0,13.78254,11.43,11.43,0,11.43,0,16,0.448,0.052,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770561.504,0,390240,0,11.4325,11.4325,13.74573,13.11478,0.30045,13.65341,31.76,31.711,31.711,20.309,0,-99139.1,0.70608,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770561.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:43,74770561.504,0.1,0,390240,0,1,0,0,11.4,13.783,31.711,31.711,20.307,13.11495,13.74573,0.30033,13.24411,13.2313,0.05883,0.70608,0.9895,0.70635,,,,,,,,,,,,,,,,
unit_sel,74770561.704,0,1,0.2831379,31.80883,31.40061,31.80883,31.80883,31.80883,0.40822,-0.00168,13.11496,-0.16041,-0.15909,1,31.80883,31.80883,0,31.80883,1,13.82112,13.65205,0,13.82112,11.43,11.43,0,11.43,0,16,-0.344,0.053,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770561.704,0,390240,0,11.4325,11.4325,13.74573,13.11479,0.29909,13.65205,31.418,31.809,31.809,20.309,0,-99132.7,0.70609,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770561.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0012158,0.2501318,0.001601006,31.37042,0.9895004,0.05883026,13.29013,0.9894062,0.001216441,0.9895004,0.0012158,13.2313,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:43,74770561.704,0.1,0,390240,0,1,0,0,11.4,13.821,31.809,31.809,20.307,13.11496,13.74573,0.30099,13.28203,13.2313,0.05883,0.70609,0.9895,0.70637,,,,,,,,,,,,,,,,
unit_sel,74770561.904,0,1,0.2833502,31.17299,31.8408,31.17299,31.17299,31.17299,-0.66781,-0.00406,13.11497,-0.14959,-0.15904,1,31.17299,31.17299,0,31.17299,1,13.82541,13.6543,0,13.82541,11.43,11.43,0,11.43,0,16,-0.238,0.045,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770561.904,0,390240,0,11.4325,11.4325,13.74573,13.11481,0.30133,13.6543,31.858,31.173,31.173,20.309,0,-99126.5,0.70611,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770561.904,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:44,74770561.904,0.1,0,390240,0,1,0,0,11.4,13.825,31.173,31.173,20.307,13.11497,13.74573,0.29828,13.28904,13.23139,0.033166,0.70611,0.98973,0.70639,,,,,,,,,,,,,,,,
unit_sel,74770562.104,0,1,0.2833316,31.51537,31.64516,31.51537,31.51537,31.51537,-0.12979,0.00904,13.11498,-0.16674,-0.1596,1,31.51537,31.51537,0,31.51537,1,13.83398,13.65429,0,13.83398,11.43,11.43,0,11.43,0,16,-0.266,0.025,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770562.104,0,390240,0,11.4325,11.4325,13.74573,13.11482,0.30131,13.65429,31.809,31.515,31.515,20.309,0,-99120.1,0.70613,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770562.104,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:44,74770562.104,0.1,0,390240,0,1,0,0,11.4,13.834,31.515,31.515,20.307,13.11498,13.74573,0.30007,13.29583,13.23139,0.033166,0.70613,0.98973,0.70641,,,,,,,,,,,,,,,,
unit_sel,74770562.304,0,1,0.283313,31.46646,31.30279,31.46646,31.46646,31.46646,0.16366,0.00371,13.11499,-0.19969,-0.1611,1,31.46646,31.46646,0,31.46646,1,13.80826,13.65136,0,13.80826,11.43,11.43,0,11.43,1024,16,-0.644,-0.003,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770562.304,0,390240,0,11.4325,11.4325,13.74573,13.11483,0.29837,13.65136,31.124,31.466,31.466,20.309,0,-99113.9,0.70615,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770562.304,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:44,74770562.304,0.1,0,390240,0,1,0,0,11.4,13.808,31.466,31.466,20.307,13.115,13.74573,0.30005,13.27013,13.23139,0.033166,0.70615,0.98973,0.70643,,,,,,,,,,,,,,,,
unit_sel,74770562.504,0,1,0.2832945,31.90665,31.98753,31.90665,31.90665,31.90665,-0.08088,-0.0053,13.115,-0.15638,-0.16084,1,31.90665,31.90665,0,31.90665,1,13.78254,13.6518,0,13.78254,11.43,11.43,0,11.43,0,16,0.657,-0.033,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770562.504,0,390240,0,11.4325,11.4325,13.74573,13.11484,0.29881,13.6518,31.173,31.907,31.907,20.308,0,-99107.6,0.70617,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770562.504,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:44,74770562.504,0.1,0,390240,0,1,0,0,11.4,13.783,31.907,31.907,20.307,13.11501,13.74573,0.30229,13.24218,13.23139,0.033166,0.70617,0.98973,0.70645,,,,,,,,,,,,,,,,
unit_sel,74770562.704,0,1,0.2832757,31.31972,31.54734,31.31972,31.31972,31.31972,-0.22762,-0.00168,13.11501,-0.15391,-0.15986,1,31.31972,31.31972,0,31.31972,1,13.82112,13.65427,0,13.82112,11.43,11.43,0,11.43,0,16,-0.37,-0.034,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770562.704,0,390240,0,11.4325,11.4325,13.74573,13.11485,0.30127,13.65427,31.662,31.32,31.32,20.308,0,-99101.3,0.70619,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770562.704,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:44,74770562.704,0.1,0,390240,0,1,0,0,11.4,13.821,31.32,31.32,20.307,13.11502,13.74573,0.2998,13.28326,13.23139,0.033166,0.70619,0.98973,0.70647,,,,,,,,,,,,,,,,
unit_sel,74770562.904,0,1,0.2832571,31.2219,31.88972,31.2219,31.2219,31.2219,-0.66782,-0.00786,13.11502,-0.14512,-0.15969,1,31.2219,31.2219,0,31.2219,1,13.76968,13.65448,0,13.76968,11.43,11.43,0,11.43,0,16,0.015,-0.045,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770562.904,0,390240,0,11.4325,11.4325,13.74573,13.11486,0.30148,13.65448,31.662,31.222,31.222,20.308,0,-99095,0.70621,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770562.904,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:45,74770562.904,0.1,0,390240,0,1,0,0,11.4,13.77,31.222,31.222,20.307,13.11503,13.74573,0.29956,13.23206,13.23139,0.033166,0.70621,0.98973,0.70648,,,,,,,,,,,,,,,,
unit_sel,74770563.104,0,1,0.2832386,31.07516,31.74298,31.07516,31.07516,31.07516,-0.66782,-0.02899,13.11504,-0.16002,-0.15868,1,31.07516,31.07516,0,31.07516,1,13.76968,13.65244,0,13.76968,11.43,11.43,0,11.43,0,16,-0.402,-0.056,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770563.104,0,390240,0,11.4325,11.4325,13.74573,13.11487,0.29943,13.65244,31.173,31.075,31.075,20.308,0,-99088.8,0.70622,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770563.104,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:45,74770563.104,0.1,0,390240,0,1,0,0,11.4,13.77,31.075,31.075,20.307,13.11504,13.74573,0.29908,13.23254,13.23139,0.033166,0.70622,0.98973,0.7065,,,,,,,,,,,,,,,,
unit_sel,74770563.304,0,1,0.2832202,31.56427,31.49842,31.56427,31.56427,31.56427,0.06584,-0.04141,13.11505,-0.14808,-0.15742,1,31.56427,31.56427,0,31.56427,1,13.82541,13.65152,0,13.82541,11.43,11.43,0,11.43,0,16,-0.143,-0.075,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770563.304,0,390240,0,11.4325,11.4325,13.74573,13.11488,0.29851,13.65152,30.928,31.564,31.564,20.308,0,-99082.6,0.70624,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770563.304,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:45,74770563.304,0.1,0,390240,0,1,0,0,11.4,13.825,31.564,31.564,20.307,13.11505,13.74573,0.30153,13.28582,13.23139,0.033166,0.70624,0.98973,0.70652,,,,,,,,,,,,,,,,
unit_sel,74770563.504,0,1,0.2832015,31.2219,31.69407,31.2219,31.2219,31.2219,-0.47217,-0.04311,13.11506,-0.1578,-0.15775,1,31.2219,31.2219,0,31.2219,1,13.80397,13.65466,0,13.80397,11.43,11.43,0,11.43,0,16,-0.09,-0.087,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770563.504,0,390240,0,11.4325,11.4325,13.74573,13.1149,0.30164,13.65466,31.564,31.222,31.222,20.308,0,-99076.3,0.70626,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770563.504,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:45,74770563.504,0.1,0,390240,0,1,0,0,11.4,13.804,31.222,31.222,20.306,13.11506,13.74573,0.30017,13.26576,13.23139,0.033166,0.70626,0.98973,0.70654,,,,,,,,,,,,,,,,
unit_sel,74770563.704,0,1,0.283183,31.80883,31.54733,31.80883,31.80883,31.80883,0.2615,-0.04066,13.11507,-0.1806,-0.15815,1,31.80883,31.80883,0,31.80883,1,13.80397,13.65329,0,13.80397,11.43,11.43,0,11.43,0,16,0.249,-0.095,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770563.704,0,390240,0,11.4325,11.4325,13.74573,13.11491,0.30027,13.65329,31.222,31.809,31.809,20.308,0,-99070,0.70628,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770563.704,2,0.9999999,0.0000056,0.00000225,0.25,0.001217407,0.250132,0.001603122,31.80995,0.9897316,0.03316593,13.26455,0.9896784,0.00121805,0.9897316,0.001217407,13.23139,0.3292084,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:45,74770563.704,0.1,0,390240,0,1,0,0,11.4,13.804,31.809,31.809,20.306,13.11507,13.74573,0.30307,13.26286,13.23139,0.033166,0.70628,0.98973,0.70656,,,,,,,,,,,,,,,,
unit_sel,74770563.904,0,1,0.2834002,31.22189,31.64516,31.22189,31.22189,31.22189,-0.42328,-0.04902,13.11508,-0.15445,-0.15781,1,31.22189,31.22189,0,31.22189,1,13.81254,13.65373,0,13.81254,11.43,11.43,0,11.43,0,16,-0.318,-0.094,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770563.904,0,390240,0,11.4325,11.4325,13.74573,13.11492,0.3007,13.65373,31.271,31.222,31.222,20.308,0,-99063.8,0.7063,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770563.904,2,0.9999999,0.0000056,0.00000225,0.25,0.001219013,0.2501321,0.001604772,31.2239,0.9899675,0.03806305,13.26953,0.9899064,0.001219657,0.9899675,0.001219013,13.23146,0.329113,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:46,74770563.904,0.1,0,390240,0,1,0,0,11.4,13.813,31.222,31.222,20.306,13.11509,13.74573,0.30058,13.27394,13.23146,0.038063,0.7063,0.98997,0.70658,,,,,,,,,,,,,,,,
unit_sel,74770564.104,0,1,0.2833816,31.75991,31.54735,31.75991,31.75991,31.75991,0.21256,-0.03591,13.11509,-0.16078,-0.15791,1,31.75991,31.75991,0,31.75991,1,13.82541,13.65597,0,13.82541,11.43,11.43,0,11.43,0,16,0.513,-0.088,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770564.104,0,390240,0,11.4325,11.4325,13.74573,13.11493,0.30293,13.65597,31.711,31.76,31.76,20.308,0,-99057.4,0.70632,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770564.104,2,0.9999999,0.0000056,0.00000225,0.25,0.001219013,0.2501321,0.001604772,31.2239,0.9899675,0.03806305,13.26953,0.9899064,0.001219657,0.9899675,0.001219013,13.23146,0.329113,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:46,74770564.104,0.1,0,390240,0,1,0,0,11.4,13.825,31.76,31.76,20.306,13.1151,13.74573,0.30326,13.28412,13.23146,0.038063,0.70632,0.98997,0.7066,,,,,,,,,,,,,,,,
unit_sel,74770564.304,0,1,0.2833629,31.66209,31.44952,31.66209,31.66209,31.66209,0.21258,-0.03471,13.1151,-0.14455,-0.15784,1,31.66209,31.66209,0,31.66209,1,13.82112,13.65505,0,13.82112,11.43,11.43,0,11.43,0,16,0.232,-0.065,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770564.304,0,390240,0,11.4325,11.4325,13.74573,13.11494,0.30201,13.65505,31.466,31.662,31.662,20.308,0,-99051.1,0.70634,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770564.304,2,0.9999999,0.0000056,0.00000225,0.25,0.001219013,0.2501321,0.001604772,31.2239,0.9899675,0.03806305,13.26953,0.9899064,0.001219657,0.9899675,0.001219013,13.23146,0.329113,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:37:46,74770564.304,0.1,0,390240,0,1,0,0,11.4,13.821,31.662,31.662,20.306,13.11511,13.74573,0.30302,13.28008,13.23146,0.038063,0.70634,0.98997,0.70661,,,,,,,,,,,,,,,,
