unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,,,,,,,,,,,,,,,,,,,,,
unit_sim,74770404.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00052,13.1114,-0.032,0.261,0.261,0.09,0,-101771.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770404.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00187,13.11276,0.261,0.115,0.115,0.092,0,-101771.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770404.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00075,13.11163,0.017,0.017,0.017,0.092,0,-101771.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770404.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00142,13.1123,0.163,-0.081,-0.081,0.092,0,-101771.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770404.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00097,13.11185,0.066,0.017,0.017,0.091,0,-101771.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770405.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00187,13.11275,0.261,0.115,0.115,0.091,0,-101771,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770405.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00097,13.11185,0.066,0.017,0.017,0.091,0,-101771,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770405.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00015,13.11072,-0.179,0.31,0.31,0.09,0,-101771,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770405.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00075,13.11162,0.017,-0.032,-0.032,0.09,0,-101771,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770405.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0039,13.11479,0.701,0.163,0.163,0.092,0,-101770.9,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770406.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0003,13.11118,-0.081,0.017,0.017,0.092,0,-101770.9,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770406.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00008,13.11096,-0.13,0.359,0.359,0.091,0,-101770.9,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770406.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0012,13.11208,0.115,0.066,0.066,0.092,0,-101770.9,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770406.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00233,13.11323,0.359,0.555,0.555,0.093,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770406.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00014,13.11075,-0.179,-0.179,-0.179,0.094,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770407.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00188,13.11278,0.261,0.31,0.31,0.093,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770407.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00098,13.11188,0.066,0.115,0.115,0.094,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770407.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00031,13.1112,-0.081,-0.081,-0.081,0.093,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770407.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00075,13.11164,0.017,0.115,0.115,0.092,0,-101770.8,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770407.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00323,13.11414,0.555,0.31,0.31,0.094,0,-101770.7,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770408.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00144,13.11234,0.163,-0.032,-0.032,0.096,0,-101770.7,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770408.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00256,13.11347,0.408,0.115,0.115,0.096,0,-101770.6,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770408.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00256,13.11349,0.408,0.212,0.212,0.098,0,-101770.5,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770408.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00167,13.1126,0.212,0.115,0.115,0.099,0,-101770.5,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770408.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00212,13.11306,0.31,0.408,0.408,0.099,0,-101770.4,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770409.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00032,13.11126,-0.081,0.066,0.066,0.1,0,-101770.4,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770409.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00235,13.11329,0.359,0.017,0.017,0.101,0,-101770.4,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770409.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00235,13.1133,0.359,0.066,0.066,0.102,0,-101770.4,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770409.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11218,0.115,0.359,0.359,0.102,0,-101770.3,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770409.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00258,13.11355,0.408,0.163,0.163,0.104,0,-101770.3,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770410.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00146,13.11243,0.163,0.115,0.115,0.104,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770410.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00033,13.11129,-0.081,0.017,0.017,0.104,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770410.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0001,13.11106,-0.13,-0.032,-0.032,0.102,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770410.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11218,0.115,0.066,0.066,0.102,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770410.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00258,13.11353,0.408,-0.179,-0.179,0.103,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770411.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00168,13.11263,0.212,-0.179,-0.179,0.102,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770411.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00258,13.11353,0.408,-0.032,-0.032,0.102,0,-101770.2,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770411.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0028,13.11376,0.457,-0.13,-0.13,0.103,0,-101770.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770411.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00281,13.11376,0.457,-0.228,-0.228,0.104,0,-101770.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770411.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.0008,13.11015,-0.326,0.359,0.359,0.101,0,-101770.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770412.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00033,13.11127,-0.081,0.115,0.115,0.101,0,-101770.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770412.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00078,13.11172,0.017,0.066,0.066,0.101,0,-101770.1,0.69827,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770412.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0019,13.11285,0.261,0.017,0.017,0.101,0,-101770.1,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770412.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00012,13.11083,-0.179,0.75,0.75,0.1,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770412.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00101,13.11197,0.066,0.261,0.261,0.102,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770413.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11219,0.115,0.017,0.017,0.103,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770413.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.0008,13.11015,-0.326,0.017,0.017,0.101,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770413.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00012,13.11082,-0.179,0.31,0.31,0.099,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770413.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11216,0.115,-0.179,-0.179,0.1,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770413.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00032,13.11125,-0.081,0.066,0.066,0.098,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770414.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0001,13.11102,-0.13,0.017,0.017,0.097,0,-101770,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770414.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00235,13.11328,0.359,0.31,0.31,0.098,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770414.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00145,13.11238,0.163,-0.032,-0.032,0.099,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770414.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00212,13.11306,0.31,-0.13,-0.13,0.099,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770414.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00167,13.1126,0.212,-0.13,-0.13,0.099,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770415.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00058,13.11033,-0.277,-0.032,-0.032,0.097,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770415.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00032,13.11122,-0.081,0.017,0.017,0.095,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770415.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00077,13.11168,0.017,0.506,0.506,0.095,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770415.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00058,13.11033,-0.277,0.261,0.261,0.095,0,-101769.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770415.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00257,13.11349,0.408,0.066,0.066,0.097,0,-101769.8,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770416.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00054,13.11146,-0.032,0.163,0.163,0.096,0,-101769.8,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770416.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00257,13.11351,0.408,0.604,0.604,0.098,0,-101769.7,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770416.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11217,0.115,0.261,0.261,0.1,0,-101769.7,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770416.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00055,13.1115,-0.032,0.212,0.212,0.1,0,-101769.7,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770416.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00168,13.11263,0.212,0.408,0.408,0.101,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770417.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00056,13.1115,-0.032,-0.081,-0.081,0.101,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770417.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11218,0.115,0.31,0.31,0.101,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770417.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00078,13.11173,0.017,0.163,0.163,0.101,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770417.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00012,13.11083,-0.179,0.115,0.115,0.1,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770417.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00033,13.11127,-0.081,0.017,0.017,0.1,0,-101769.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770418.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00235,13.11331,0.359,0.604,0.604,0.1,0,-101769.5,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770418.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00236,13.11333,0.359,0.212,0.212,0.104,0,-101769.4,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770418.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00124,13.11221,0.115,0.066,0.066,0.104,0,-101769.4,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770418.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00169,13.11266,0.212,0.066,0.066,0.104,0,-101769.4,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770418.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00011,13.11085,-0.179,0.115,0.115,0.103,0,-101769.4,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770419.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00034,13.1113,-0.081,0.457,0.457,0.102,0,-101769.3,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770419.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00169,13.11266,0.212,0.163,0.163,0.104,0,-101769.3,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770419.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00147,13.11244,0.163,0.163,0.163,0.105,0,-101769.3,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770419.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00056,13.1104,-0.277,0.017,0.017,0.103,0,-101769.3,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770419.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00056,13.11153,-0.032,0.457,0.457,0.102,0,-101769.3,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770420.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00056,13.11153,-0.032,0.115,0.115,0.103,0,-101769.2,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770420.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00146,13.11243,0.163,0.017,0.017,0.104,0,-101769.2,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770420.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00237,13.11334,0.359,0.31,0.31,0.104,0,-101769.2,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770420.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00237,13.11335,0.359,-0.081,-0.081,0.106,0,-101769.1,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770420.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00124,13.11222,0.115,0.017,0.017,0.105,0,-101769.1,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770421.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00079,13.11176,0.017,-0.081,-0.081,0.105,0,-101769.1,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770421.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00057,13.11153,-0.032,0.212,0.212,0.103,0,-101769.1,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770421.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00394,13.11493,0.701,0.066,0.066,0.106,0,-101769,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770421.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0026,13.11359,0.408,0.212,0.212,0.107,0,-101769,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770421.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0008,13.11179,0.017,-0.081,-0.081,0.107,0,-101769,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770422.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00192,13.11292,0.261,0.066,0.066,0.107,0,-101768.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770422.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00148,13.11246,0.163,-0.228,-0.228,0.107,0,-101768.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770422.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00125,13.11223,0.115,-0.032,-0.032,0.106,0,-101768.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770422.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00125,13.11222,0.115,0.017,0.017,0.105,0,-101768.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770422.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00215,13.11312,0.31,-0.081,-0.081,0.106,0,-101768.9,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770423.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00327,13.11427,0.555,0.261,0.261,0.107,0,-101768.8,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770423.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00058,13.11157,-0.032,0.066,0.066,0.107,0,-101768.8,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770423.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00058,13.11156,-0.032,0.115,0.115,0.106,0,-101768.8,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770423.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.0026,13.11361,0.408,0.604,0.604,0.108,0,-101768.7,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770423.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00148,13.1125,0.163,0.506,0.506,0.11,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770424.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00171,13.11273,0.212,-0.081,-0.081,0.112,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770424.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00149,13.1125,0.163,-0.179,-0.179,0.111,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770424.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00036,13.11137,-0.081,0.212,0.212,0.109,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770424.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00126,13.11227,0.115,0.066,0.066,0.11,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770424.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00148,13.11249,0.163,-0.179,-0.179,0.11,0,-101768.6,0.69828,0, ,,,,,,,,,,,,,,,,,,,,
